code,abstract
2025_article_measurement_of_the_muon_flux_at_the_lhc_using_the_srpc_detec,". The sRPC detector is a supplementary detector for the SND@LHC experiment. It is a sealed Resis- tive Plate Chamber detector, which presents advantages over standard RPC detectors in operation reliability and environmental impact due to its ability to operate without gas flow. The detector was installed with the main purpose of calculating the flux of the important muon background created at the ATLAS experiment, so as to improve detection of neutrinos at SND@LHC. We have utilized data from a run of the LHC to obtain the muon flux, which is found to be 1.01 × 105 for an area of 30 × 21 cm2 , and 6.39 × 104 for an area of 30 × 30 cm2 . We have also utilized a Monte Carlo simulation as a model for the flux, obtaining deviations from the real result between 60% and 120%, and concluding that the simulated flux values were overestimated."
2025_article_monolithic_plastic_scintillator_detectors_novel_concepts_and,"Monolithic Plastic Scintillator Detectors: Novel Concepts and Frontier Developments Hybrid SiPM Readout Architectures (Surface & Side Mounts) Monolithic plastic scintillator detectors – one-piece scintillation slabs rather than segmented strips or tiles – are being reimagined with hybrid readout schemes to improve spatial resolution and signal uniformity. In particular, researchers have explored placing Silicon Photomultipliers (SiPMs) on both the broad faces and the edges of a scintillator (“surface-mounted” and “side-mounted” sensors) to capture scintillation light from multiple vantage points. By combining signals from top/bottom surfaces and side facets, a more complete sampling of the photon distribution is obtained, mitigating position- dependent response non-uniformities. For example, a recent proton beam monitor uses a 25×25×1 mm³ EJ-204 plastic scintillator coupled to four SiPMs on its edges, allowing the particle’s incident position to be triangulated from the share of light each SiPM receives 1 . This prototype achieved ~2 mm (rms) spatial resolution for single protons, illustrating how multi-sided readout in a monolithic slab can rival finely segmented detectors 1 ."
2025_article_monolithic_scintillator_detectors_read_out_by_sipm_arrays_st,"Monolithic Scintillator Detectors Read Out by SiPM Arrays – State of the Art Background and Motivation Traditional cosmic muon detectors often use plastic scintillator segments (bars or tiles) read out at the edges by photomultipliers or SiPMs. A classic example is the CosmicWatch muon detector, which uses a single SiPM coupled to a 5×5×1 cm scintillator block 1 . Such single-sensor designs can detect muons but cannot localize the muon’s hit position on the scintillator, since they only measure the integrated light output of one monolithic piece 1 . Achieving spatial resolution normally requires breaking the detector into many small scintillator strips or tiles (forming a hodoscope or matrix of narrow counters). However, fine segmentation is costly – fabricating scintillators into many fine strips greatly increases material and processing expenses 2 . This motivates monolithic scintillator designs that preserve a continuous detection area while using multiple readout channels to infer the muon’s position."
2025_article_monolithic_vs_segmented_scintillator_detectors_in_modern_exp,"Monolithic vs. Segmented Scintillator Detectors in Modern Experiments Monolithic scintillator detectors refer to large, continuous scintillating blocks (plastic or inorganic) that are read out by arrays of photosensors (SiPMs, PMTs, etc.), as opposed to segmented scintillators which divide the detector volume into many smaller optically isolated pieces (tiles, bars, crystals) each with individual readout. This distinction is crucial in high-energy and nuclear physics experiments, as it impacts detector granularity, calibration, and performance. Over the last 10–15 years, most large experiments have continued to rely on segmented scintillators for calorimetry and tracking because of their well-understood reconstruction advantages, while monolithic designs are mainly explored in R&D prototypes and niche applications 1 . Below we survey how monolithic scintillators are being developed and applied at major labs (CERN, Fermilab, J-PARC/KEK, etc.), in both primary detector systems (calorimeters, trackers) and auxiliary systems (muon vetoes, beam monitors, timing layers). We also discuss the performance goals driving these designs – e.g. precision timing (tens of ps), spatial resolution (mm–cm scale), high channel count vs. cost – and the challenges (uniformity, calibration, cost, radiation hardness) that must be overcome for large-scale adoption."
2025_article_muon_tracker_with_unsegmented_plastic_scintillator_panels,The Journal of Science and Medicine Vol 3 No 2 (2021): The Journal of Science and Medicine Articles
2025_article_muonslab_a_plastic_scintillator_based_detector_for_muon_meas,"Atmospheric muons are important probes for studying primary cosmic rays and extensive air showers. Additionally, they constitute a significant background for many underground and deep-sea neutrino experiments, such as TRopIcal DEep-sea Neutrino Telescope (TRIDENT). Understanding the muon flux at various depths in the deep sea is essential for validating TRIDENT simulations and guiding the development of optimized trigger strategies. This paper introduces a novel device based on plastic scintillators and silicon photomultipliers (SiPMs) named MuonSLab, which is designed to measure muon flux in the deep sea and has the potential to be extended to other atmospheric muon property measurements. We discuss the design and instrumentation of MuonSLab and present results from several muon flux measurements, demonstrating its sensitivity to muon detection and its stability during operations across multiple locations."
2025_article_nonmaximal_entanglement_of_photons_from_positron_electron_an,"sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles sciadv, 2025, 11, Downloaded from https://www.science.org. By Universidad Complutense de Madrid - on May 05, 2025. Re-use and distribution is strictly not permitted, except for Open Access articles"
2025_article_open_the_amerigo_vespucci_as_a_traveling,"OPEN The Amerigo Vespucci as a traveling laboratory for studying the cosmic- ray fluxes at sea level Davide Cerasole 1,2, Federica Cuna 1, Gaia De Palma 1,2, Riccardo Di Tria 1, Leonardo Di Venere 1, Fabio Gargano 1, Mario Giliberti 1,2, Francesco Licciulli 1, Antonio Liguori 1,2, Pierpaolo Loizzo 1,3, Francesco Loparco 1,2, Leonarda Lorusso 1,"
2025_article_optical_multiplexing_for_channel_reduction_in_scintillator,"Muon tomography leverages cosmic-ray muons for non-destructive imaging of dense and shielded objects. However, large-area scintillator-based detectors typically require a high number of readout channels, increasing system complexity and cost. This work presents an optical multiplexing scheme that significantly reduces the number of required channels without compromising spatial resolution. In the proposed approach, photons from multiple scintillator strips are collected via wavelength-shifting fibers and read out by a single Silicon Photomultiplier (SiPM), with an addi"
2025_article_performance_of_a_real_size_low_resistivity_resistive_plate_c,"The Compress Baryonic Matter experiment (CBM) at the upcoming Facility for Anti-proton and Ion Research, a fixed-target experiment with high interaction rates, aims to study the equation of state of baryon-dominated, strongly interacting matter (𝜇 𝐵 ∼ 540–800 MeV). The Muon Chamber is a key sub-system designed to detect dimuons decaying from low mass vector meson and Charmonia. This paper focuses on the performance of a real size Resistive Plate Chamber prototype, designed for the 3rd station of MuCh. A pad readout with progressive geometry as pickup panel along with the Common Readout Interfaces based DAQ was employed for the prototype test at GIF++. The performance of the detector, in terms of its efficiency, time resolution, rate handling capability, and cluster size for various pad sizes, was evaluated in two scenarios: a standalone muon beam and a muon beam embedded in various photon background. This manuscript presents the test results of the RPC conducted during the September 2023 beam time at GIF++ at CERN, Switzerland."
2025_article_performance_study_of_a_position_sensitive_plastic_scintillat,"For a long time, scintillator detectors have suffered from rela- tively weak spatial resolution due to various influencing factors. Additionally, the high cost of photomultiplier tubes (PMTs) has limited the widespread adoption of scintillator detectors as position-sensitive detectors in particle and nuclear physics ex- periments. In recent years, thanks to the rapid development of silicon photomultipliers (SiPMs), their excellent cost-performance ratio has led to a renewed interest in scintillator detectors in par- ticle and nuclear physics. This project provides a detailed dis- cussion of a detector based on scintillators coupled with SiPMs, ∗ Corresponding author Email address: sawxj@mail.ustc.edu.cn (Xinjian Wang )"
2025_article_ppet_investigating_the_muon_puzzle_with_j_pet_detectors,"µPPET: Investigating the Muon Puzzle with J-PET Detectors Alessio Porcelli 1,2,3, * , Kavya Valsan Eliyan 1,4 , Gabriel Moskal 4,5 , Nousaba Nasrin Protiti 2 , Diana Laura Sirghi 3,6,7 , Ermias Yitayew Beyene 1,4 , Neha Chug 1,4 , Catalina Curceanu 3 , Eryk Czerwiński 1,4 , Manish Das 1,4 , Marek Gorgol 8 , Jakub Hajduga 9 , Sharareh Jalali 1,4 , Bożena Jasińska 8 , Krzysztof Kacprzak 1,4 , Tevfik Kaplanoglu 1,4 , Łukasz Kapłon 1,4 , Kamila Kasperska 1,4 , Aleksander Khreptak 1,4 , Grzegorz Korcyl 1,4 , Tomasz Kozik 1,4 , Deepak Kumar 1,4 , Karol Kubat 1,4 , Edward Lisowski 10 , Filip Lisowski 10 , Justyna M˛edrala-Sowa 1,4 , Wiktor Mryka 1,4 , Simbarashe Moyo 1,4 , Szymon Niedźwiecki 1,4 , Szymon Parzych 1,4 , Piyush Pandey 1,4 , Elena Perez del Rio 1,4 , Bartłomiej Rachwał 9 , Martin Rädler 1,4 , Sushil Sharma 1,4 , Magdalena Skurzok 1,4 , Ewa Łucja Stȩpień 1,4 , Tomasz Szumlak 9 , Pooja Tanty 1,4 , Keyvan Tayefi Ardebili 1,4 , Satyam Tiwari 1,4 and Paweł Moskal 1,4"
2025_article_rigidity_spectrum_of_cosmic_ray_anisotropy,Rigidity spectrum of cosmic-ray anisotropy observed by Global Muon Detector Network (GMDN)
2025_article_scaler_rates_from_the_pierre_auger_observatory,"The modulation of low-energy galactic cosmic rays reflects interplanetary magnetic field variations and can provide useful information on solar activity. An array of ground-surface detectors can reveal the secondary particles, which originate from the interaction of cosmic rays with the atmosphere. In this work, we present an investigation of the low-threshold rate (scaler) time series recorded in 16 years of operation by the Pierre Auger Observatory surface detectors in Malargüe, Argentina. Through an advanced spectral analysis, we detected highly statistically significant variations in the time series with periods ranging from the decadal to the daily scale. We investigate their origin, revealing a direct connection with solar variability. Thanks to their intrinsic very low noise level, the Auger scalers allow a thorough and detailed investigation of the galactic cosmic-ray flux variations in the heliosphere at different timescales and can, therefore, be considered a new proxy of solar variability."
2025_article_scaler_rates_from_the_pierre_auger_observatory_a_new_proxy_o,"The modulation of low-energy galactic cosmic rays reflects interplanetary magnetic field variations and can provide useful information on solar activity. An array of ground-surface detectors can reveal the secondary particles, which originate from the interaction of cosmic rays with the atmosphere. In this work, we present an investigation of the low-threshold rate (scaler) time series recorded in 16 yr of operation by the Pierre Auger Observatory surface detectors in Malargüe, Argentina. Through an advanced spectral analysis, we detected highly statistically significant variations in the time series with periods ranging from the decadal to the daily scale. We investigate their origin, revealing a direct connection with solar variability. Thanks to their intrinsic very low noise level, the Auger scalers allow a thorough and detailed investigation of the galactic cosmic-ray flux variations in the heliosphere at different timescales and can, therefore, be considered a new proxy of solar variability. Unified Astronomy Thesaurus concepts: Solar activity (1475); Cosmic ray detectors (325); Astronomy data analysis (1858)"
2025_article_self_triggering_approach_of_cosmic_ray_radio_emission_at_sem,". Radio detection of cosmic rays investigates the electromagnetic component of extensive air show- ers. It is possible to obtain the most critical properties of a cosmic ray, including the depth of shower maximum, energy, and type of primary particle, from radio measurements. Semnan University Radio Array is a new experi- ment that strives to detect radio emissions from extensive air showers induced by ultra-high energy cosmic rays. To fully harness the potential of the radio detection method in a self-trigger setup, it is essential to have artificial digital and analog filters to eliminate major unwanted emissions, analog-to-digital converters with appropriate specifications for accurate signal reconstruction, and data processing units capable of implementing software- based analysis alongside advanced digital signal processing techniques. This paper describes the design and implementation of a self-triggering approach in SURA-4 as the first phase of the SURA experiment to preserve cosmic ray candidates while removing unwanted emissions by utilizing the capabilities of analog and digital elements and incorporating a custom software framework for radio signal analyses. The ultimate validation of this approach for reliably distinguishing cosmic rays from anthropogenic radio frequency interferences will be pursued in future experiment phases, including cross-verification with three particle detectors."
2025_article_some_interesting_observations_of_cosmic_ray_variations_durin,"Multiple interplanetary coronal mass ejections (ICMEs) erupted from AR 13664 during 2024 May 8–13. On 2024 May 10, after the arrival of the ICME shock at 17:04 UT, a Forbush Decrease (FD) was seen in various Neutron Monitor (NM) stations located worldwide. This paper presents a comprehensive analysis of neutron data from 28 NM stations and gamma-ray data obtained from the NaI(Tl) detector at Maitri, Antarctica. The present paper reports for the first time about an ICME shock-sheath related enhancement of ∼3%–5% magnitude in the neutron flux at stations with geomagnetic rigidity between 4 and 7 GV, located at higher altitudes (�1000 m). For these stations, the high-rigidity ends of the asymptotic trajectories are confined to the midnight to the postmidnight region. It appears that the increase may be associated with magnetospheric particle precipitation triggered by the passage of the ICME shock-sheath. The variation of FD amplitude with rigidity shows a decreasing trend in general, with a minimum amplitude at 5–7 GV, which we attribute to the location of field-aligned currents (FACs). The FD amplitude is found to have the effects of storm-time westward ring current, FACs, and magnetospheric dynamics, in addition to the ICME parameters. During the recovery phase of FD, enhancement is observed between 01:50 and 03:00 UT on 2024 May 11, which coincided with Ground Level Enhancement (GLE#74). The GLE#74 was coeval with the strong SYM-H index and the sudden recovery of the FD due to reduced interplanetary magnetic field, which might be responsible for the observed enhancement at high rigidity stations. Unified Astronomy Thesaurus concepts: Solar storm (1526); Solar coronal mass ejections (310); Shocks (2086); Galactic cosmic rays (567); Secondary cosmic rays (1438)"
2025_article_spectra_and_anisotropy_during_gle_74_on_11_may,Spectra and anisotropy during GLE 74 on 11 May 2024 derived using neutron monitor data
2025_article_strong_enhancement_of_electromagnetic_shower_development_in,"A particle traversing a crystal aligned with one with 120 GeV electrons and γ -rays between 5 and 100 GeV of its crystallographic axes experiences a strong electromag- demonstrate up to a threefold increase in energy deposition in netic field that is constant along the direction of motion oriented samples. These findings challenge the current mod- over macroscopic distances. For e± and γ -rays with ener- els of shower development in crystal scintillators and could gies above a few GeV, this field is amplified by the Lorentz guide the development of next-generation accelerator- and boost, to the point of exceeding the Schwinger critical field space-borne detectors. E0 ∼ 1.32 × 1016 V/cm. In this regime, nonlinear quantum- electrodynamical effects occur, such as the enhancement of intense electromagnetic radiation emission and pair pro"
2025_article_the_1_june_2025_forbush_decrease_measured_over_a_rangeof_pri,"The 1 June 2025 Forbush decrease in the terrestrial ground-level flux of cosmic ray sec- ondaries was recorded by many cosmic ray systems. This was the deepest such decrease from the quiescent value of the flux, which has been observed over the past two decades. It resulted from a complex series of solar events, none of which on its own reached the most extreme level. The extreme depth of this decrease has enabled measurements of the flux reduction to be made, which would normally be severely limited by particle counting statistics. In particular, here we examine the decrease phenomenon over a primary cosmic ray energy range, which is rarely accessible due to the low flux of high energy cosmic rays. This work considers data mainly from a muon telescope system, which can respond to both unaccompanied muons and small cosmic ray air showers, providing data from GeV to mid-TeV energies, where the Forbush decrease ceases to be statistically observable. This paper examines the depth of the flux decrease, as a fraction below its quiescent value, over that primary energy range. The progressive development of internal time structure in the flux through the seven days of the phenomenon is also demonstrated."
2025_article_thunderstorm_induced_muon_event_on_20_march_2020_insights_fr,"Thunderstorm-induced muon event on 20 March 2020: Insights from the Ooty muon telescope, INSAT-3DR, and lightning observations Pranaba K. Nayak ,1,* Rupraj Biswasharma ,2 Pravata K. Mohanty ,1 Shashi R. Dugad,1 V. Gopalkrishnan,2 Sunil K. Gupta,1 B. Hariharan ,1 Y. Hayashi,3 P. Jagadeesan,1 Atul Jain,1 S. Kawakami ,3 A. Oshima,4 Sunil D. Pawar,2 M. Rameez,1 and K. Ramesh1"
2025_article_time_lag_analysis_of_the_space_weather_effects_on_muon_and_n,"In the present study, we collect and analyze data from four cosmic ray detectors, including two muon telescopes and two neutron monitors (NMs), installed at locations with diﬀerent geomagnetic cut-oﬀ rigidities. After applying atmospheric pressure and temperature corrections, we examine the secondary cosmic ray particle ﬂux percentage changes during an enhanced solar activity period from Febru- ary 27 to May 31, 2024, which includes the prominent G5 geomagnetic event in May 2024. This severe geomagnetic storm, during which the disturbance storm time (Dst) index reached a peak of -412nT, is of particular interest for cosmic ray research, as it results in a sub- stantial Forbush decrease (unusually large at multiple locations, e.g., with more than 10% reduction in neutron ﬂux observed at OULU NM station), highlighting how geomagnetic disturbances aﬀect cosmic ray precipitation. During the reported period, measurements from these detectors show a notable correlation with each other. Our analysis reveals a time lag of four hours between the OULU neutron monitor (leading) and both the APO and CHARA muon stations (following), and a one hour time lag between the NEWK neutron monitor (leading) and both the APO and CHARA muon stations (following). Additionally, there is a one hour time lag between the OULU and NEWK neutron monitors, with OULU leading NEWK, and a one-hour time lag between the APO and CHARA muon stations. A substantial decrease in ﬂux before and during the two geomagnetic storms (G4 on 2024–03-24 and G5 on 2024–05-10) cal- culated as transient rates of ﬂux change over intervals of 3 h, 6 h, and 12 h shows that the sharpest decrease occurs within the 6-h time window. The cross-correlation time lag analysis between cosmic rays and geomagnetic activity indices, as well as solar wind param- eters, for the period from February to May 2024, shows that cosmic rays lag by 3-5 h relative to the Dst index (which leads), and by 2-5 h relative to the solar wind speed (which also leads). Additionally, the cross-correlation analysis between cosmic ray variability (running diﬀerence) and Dst in a time window before and during the considered geomagnetic storm suggests a delay of Dst by 5–10 h with respect"
2025_article_time_of_flight_detector_for_the_identification_of_low_moment,Time-of-flight detector for the identification of low-momentum secondary cosmic rays in the ACROMASS experiment
2025_article_timing_rpcs_25_years,"Nuclear Inst. and Methods in Physics Research, A journal homepage: www.elsevier.com/locate/nima"
2025_article_wcda_detector_of_the_lhaaso_experiment_as_a_pair_meter_to_me,"The LHAASO (Large High Altitude Air Shower Observatory) experiment is a multi-purpose experiment for gamma-ray astronomy, cosmic ray physics and for many other tasks. Its task number will be undoubtedly extended in future. We proposed to use existing WCDA (Water Cherenkov Detector Array being a part of LHAASO) as a pair-meter to measure atmospheric muon energy spectrum. This work confirms that WCDA without any reconstruction can serve as an optimal pair-meter to study near- horizontal atmospheric muons with energy beyond ~ 10 TeV. In this article we study response of the WCDA detector to Cherenkov light produced by high energy muons and its accompanying, taking into account the cells configuration, possible crosstalk between cells, and photomultiplier (PMT) characteristics."
2025_poster_response_of_galactic_cosmic_rays_to_solar,"nally to the previous one, allowing for directional measure- ments of atmospheric muons with an angular resolution of Utilizing data from the GRAPES-3 muon telescope, we approximately 10 degrees. A 2.5 m thick concrete absorber have investigated the response of galactic cosmic ray sets the vertical muon energy threshold to about 1 GeV. (GCR) intensity variations to solar activity. In this study, Muon hit patterns are recorded and classified into 169 fine we apply the East-West (E-W) method to separate the directions (13×13) and 9 coarse directions (3×3), with la- isotropic and anisotropic components of GCR variations bels such as ”V” indicating vertical. The total detector area for the large-scale Forbush decrease event in May 2024, is 560 m2, allowing for high-statistical observations. thereby helping to investigate the causes of these varia- tions. Figure 3: Temporal evolution of intensity variations. Curve (A) shows the original observed variation. Curve (B) rep"
2025_preprint_a_compact_two_dimensional_radiation_detector_for_educational,"Chiori Matsushita1,2 , Mihiro Nukiwa1,3 , Aoi Atobe1,4 , Yuzuka Sasaki1,5 , arXiv:2509.06276v1 [physics.ins-det] 8 Sep 2025"
2025_preprint_commissioning_of_proanubis_a_proof_of_concept_detector_for_t,"Long-lived particles (LLPs), predicted by various extensions of the Standard Model (SM), have become a key focus of the contem- porary search programme for physics beyond the SM. To enhance LLP discovery potential at the LHC, the ANUBIS experiment has been proposed to instrument the ceiling of the ATLAS experiment’s underground cavern with dedicated tracking detectors. This report summarises recent progress towards realising ANUBIS. Specifically, a key milestone has been achieved with the installation and commissioning of proANUBIS, a prototype that serves as a proof-of-concept for ANUBIS. We describe the proANUBIS setup, including its remotely-operated data acquisition system and automatic signal processing chain. The proANUBIS demonstrator is used to evaluate the detector performance under realistic conditions in the UX1 ATLAS experimental cavern, including readout synchronisation with the ATLAS experiment. Furthermore, proANUBIS allows for the direct measurement of relevant background processes in a representative location within the ATLAS cavern, providing input for the simulation of such processes for the future ANUBIS detector. The paper concludes with an update on the current status of the ANUBIS project and its roadmap toward a full-scale implementation in the ATLAS cavern. December 23, 2025"
2025_preprint_development_and_testing_of_a_modular_large_area_cosmic_ray_t,arXiv:2511.16290v1 [hep-ex] 20 Nov 2025
2025_preprint_enhancing_air_shower_observations_results_from_an_icecube_su,Enhancing air-shower observations: Results from an IceCube Surface Array Prototype Station arXiv:2506.09806v1 [astro-ph.HE] 11 Jun 2025
2025_preprint_feyncraft_a_game_of_feynman_diagrams,"FeynCraft is a browser-based game that is designed to teach players the particle interactions of the Standard Model of particle physics, and how to link these interactions together to produce valid Feynman diagrams. It is primarily targeted at undergraduates and lecturers in introductory courses in particle physics, but we anticipate that it should also be useful for school pupils and teachers studying the basics of particle physics, and perhaps also current researchers. Users may draw particle lines and link them together to form vertices and complete diagrams, and FeynCraft determines invalid vertices using a sequence of simple rules, showing users which vertices are invalid and why. Diagrams may be drawn that involve both fundamental Standard Model particles and hadrons (where hadrons are represented by their constituent quark content). Users can also be presented with a process for which they must draw valid Feynman diagrams – FeynCraft is able to generate such ‘problems’ at random, but there is also the facility to create, share, import and solve curated sets of problems. Alternatively, one is able to specify the process, and ask FeynCraft itself to generate the Feynman diagrams. Finally, we include several overlay options that give more information on a Feynman diagram (e.g. QCD colour flow, interaction strengths), and the option to export a drawn diagram as LATEX code."
2025_preprint_improving_muon_scattering_tomography_performance_with_a_muon,"Muon imaging, especially muon scattering tomography (MST), has recently garnered significant attention. MST measures the magnitude of muon scattering angles inside an object, which depends not only on the material properties but also on the muon momentum. Due to the difficulty of simultaneous measurement of momentum, it was neglected and taken as a constant in multiple MST reconstruction algorithms. Recently, an experimental measurement scheme has emerged that is feasible in engineering, but it requires many layers of detectors to approach the true momentum. From this, we proposed both an algorithm to incorporating momentum into MST, and a scheme to determine the thresholds of Cherenkov detectors. This novel scheme, termed the ""equi- percentage scheme"", sets momentum thresholds for Cherenkov detector layers based on cosmic muon momentum distribution. Results showed our approach delivers noticeable enhancement in reconstructed image quality even with only two detector layers, reaching near-saturation performance with four layers. This study proves that momentum measurement significantly enhances short-duration MST, and that substantial improvement can be achieved with relatively coarse momentum measurement using 2-4 layers of Cherenkov detectors."
2025_preprint_millimeter_resolution_cosmic_ray_imaging_via_projection_shif,"Cosmic-ray muon imaging provides a non-destructive inspection technique, yet achieving millimeter-resolution imaging within practical timeframes remains challenging. Here we introduce Projection-shifted MUon transMission tomo- grAghy (PµMA), a hybrid framework that seamlessly integrates transmission and scattering information to enable high-resolution imaging. Unlike conven- tional approaches that rely on scattering-angle measurements to locate scattering points, PµMA constructs transmission tracks by connecting hit positions in upstream and downstream detectors. The material-induced angular deflection is then projected as a detectable shift in an imaging plane. This approach allows millimeter-resolution cosmic-ray imaging with as few as two detectors, signifi- cantly increasing acceptance and usable muon events, and substantially lowering detector and electronics costs. We also present multi-detector variants that incor- porate scattering-angle selection to enhance contrast. Simulations of a 30 mm thick lead block demonstrate a knife-edge width of 1.196 mm. Experiments resolve 2 mm copper sheets within 2 days, surpassing conventional methods under matched conditions."
2025_preprint_multiplexed_sipm_readout_of_plastic_scintillating_fiber_dete,"—Muon tomography is a non-destructive imaging emerging technique has been applied across diverse fields, arXiv:2511.16185v2 [physics.ins-det] 23 Nov 2025"
2025_preprint_performance_evaluation_of_compact_plastic_scintillating_fibe,"Muon tomography is a non-destructive imaging technique that exploits cosmic-ray muons from multiple directions. Its performance critically relies on stable, large-area, and high- resolution position-sensitive detectors. In this work, we report on the development of four compact scintillating fiber modules, each 100 cm long and composed of two staggered layers of 1 mm diameter fibers. The fibres are read out at one end by one-dimensional silicon photomultiplier arrays with a 2 mm pitch, coupled to Citiroc1A-based front-end electronics. The modules were characterised with cosmic-ray muons, yielding a detection efficiency above 97% and a mean spatial resolution of about 0.56 mm, with uniform response over different distances from the readout end. These results demonstrate the suitability of this detector design for compact and large-area systems in muon tomography applications."
2025_preprint_performance_reconstruction_of_eco_friendly_gas_mixtures_for,"A macroscopic reconstruction is developed to infer iRPC performance using Geant4 observables and one experimental anchor. The Geant4 energy deposition is used to estimate the primary ionization yield, while the efficiency turn-on is modeled through an induced-charge description encoded in an effective gain 𝐺 (𝐸). The absolute scale is fixed by calibrating the standard CMS mixture to its GIF++ efficiency curve and extracting macroscopic Townsend parameters ( 𝐴, 𝐵). The same procedure is propagated to four alternative mixtures, including two HFO and CO2 eco-friendly blends, to reconstruct efficiency curves and working points, enabling detector mixture screening without microscopic transport inputs."
2025_preprint_science_prospects_for_the_southern_wide_field_gamma_ray_obse,"Ground-based gamma-ray astronomy is now firmly established as a key observational approach to address critical topics at the frontiers of astroparticle physics and high-energy astrophysics. Whilst the field of TeV astronomy was once dominated by arrays of atmospheric Cherenkov Telescopes, ground-level particle detection has now been demonstrated to be an equally viable and strongly complementary approach. Ground-level particle detection provides continuous monitoring of the overhead sky, critical for the mapping of extended structures and capturing transient phenomena. As demonstrated by HAWC and LHAASO, the technique provides the best available sensitivity above a few tens of TeV, and for the first time access to the PeV energy range. Despite the success of this approach, there is so far no major ground-level particle-based observatory with access to the Southern sky. H.E.S.S., located in Namibia, is the only major gamma-ray instrument in the Southern Hemisphere, and has shown the extraordinary richness of the inner galaxy in the TeV band, but is limited both in terms of field of view and energy reach. SWGO, the Southern Wide-field Gamma-ray Observatory, is an international effort to construct the first wide-field instrument in the south with deep sensitivity from 100s of GeV into the PeV domain. The project is now close to the end of its development phase and planning for construction of the array in Chile has begun. Here we describe the baseline design, expected sensitivity and resolution, and describe in detail the main scientific topics that will be addressed by this new facility and its initial phase SWGO-A. We show that SWGO will have a transformational impact on a wide range of topics from cosmic-ray acceleration and transport to the nature of dark matter. SWGO represents a key piece of infrastructure for multi-messenger astronomy in the next decade, with strong scientific synergies with the nearby CTA Observatory."
2025_preprint_updated_earth_tomography_using_atmospheric_neutrinos_at_icec,Updated Earth Tomography Using Atmospheric Neutrinos at IceCube arXiv:2507.09763v1 [astro-ph.HE] 13 Jul 2025
2025_preprint_using_cosmic_rays_to_predict_the_weather_meteorological_data,"Using Cosmic Rays to Predict the Weather: Meteorological Data Assimilation of Atmospheric Muon Flux Data William Luszczak Dept. of Astronomy, Ohio State University and Dept. of Physics and Center for Cosmology and Astroparticle Physics, Ohio State University"
2025_slides_powerpoint_presentation,Slides focused on Site-specific incoming correction based on muons: a comparison with cosmic neutrons measurements at jung and oulu.
2025_thesis_analysing_the_impact_of_detector,"This thesis investigates how key detector parameters influence the pulse shape char- acteristics and pulse shape discrimination (PSD) performance of the commercially available plastic scintillator EJ-276. Plastic scintillators provide a cost-effective and physically robust alternative to conventional neutron detection technologies, such as 3 He detectors, liquid scintillators, and crystal scintillators. However, previous studies have shown that PSD performance in plastic scintillators deteriorates as the scintillator length increases, posing a significant limitation for large-area applications, such as radiation portal monitors (RPMs) used in homeland security. To address this, a systematic study was conducted using the Monte Carlo simulation toolkit Geant4. This research evaluates how variations in scintillator geometry and length, optical surface treatment, and photodetector noise impact light collection efficiency (LCE), pulse shape formation, and PSD performance. The simulations incorporate recent updates to Geant4 which enable more accurate modelling of scintillation decay components and their particle-dependent intensities, building on prior work in the field. Results show that increasing the scintillator length reduces light collection efficiency (LCE) and introduces pulse shape artefacts. These distortions deviate from the Gaussian-like appearance observed in smaller scintillators and increase susceptibility to noise, leading to degraded PSD performance in elongated detectors. While highly reflective and specular surface treatments enhance LCE, diffuse reflectors better preserve pulse shape fidelity. These findings provide new insights into the causes of PSD degradation in elongated plastic scintillators."
